year,country,YNET,pop,capital,variable,value,CPC
2050,mex,6.604879288820989,150.231439,Ports,Market,-7495.358167210563,34335.423508571126
2055,mex,6.969788292197979,148.889292,Ports,Market,-9056.450437243551,36516.278606006446
2060,mex,7.303659074863805,147.409673,Ports,Market,-10993.130165645001,38604.35888920514
2065,mex,7.603367891084358,145.736824,Ports,Market,-12313.772798780918,40602.183188926036
2070,mex,7.899775013629342,144.16565224062032,Ports,Market,-14297.279597359571,42594.72854402923
2075,mex,8.191528636591123,142.69322084552076,Ports,Market,-15518.658700072607,44571.186755079405
2080,mex,8.477250125876546,141.3167943471832,Ports,Market,-17345.95144664787,46520.33742689874
2085,mex,8.755544232870237,140.03383019268355,Ports,Market,-18610.398490619093,48430.646215608554
2090,mex,9.025009897666058,138.84197089317206,Ports,Market,-20291.61340095157,50290.37200933429
2095,mex,9.284251533065238,137.73903678302943,Ports,Market,-21778.508267308785,52087.68177543555
2100,mex,9.531890669170243,136.72301935747527,Ports,Market,-23296.272500429117,53810.77160533445
2030,mlt,0.042496057191747205,0.506869,Ports,Market,-29.932431963053865,63156.53438644633
2035,mlt,0.043641207751895894,0.499123999999999,Ports,Market,-72.13412709479299,65843.31678122428
2040,mlt,0.044453753778886634,0.488247,Ports,Market,-112.34874092164547,68540.96427046438
2045,mlt,0.044926924696980876,0.474790999999999,Ports,Market,-150.9863394679889,71210.40943533323
2050,mlt,0.045105575570446685,0.459435,Ports,Market,-190.56920992688183,73858.97736510269
2055,mlt,0.04513288868848302,0.443198999999999,Ports,Market,-218.33660746410118,76585.9880565426
2060,mlt,0.045185052897014376,0.427247,Ports,Market,-253.20406366967998,79511.23687674312
2065,mlt,0.04537701410687539,0.412367,Ports,Market,-273.5999700748387,82703.23113557909
2070,mlt,0.045560151995865,0.39872332336330035,Ports,Market,-306.9861983149414,85850.27128662363
2075,mlt,0.04573435127646914,0.386225394187715,Ports,Market,-322.5720616540055,88938.02521274298
2080,mlt,0.045899501867523236,0.37479177666509644,Ports,Market,-349.6601181801524,91952.02379354365
2085,mlt,0.04605549900986302,0.3643492895103094,Ports,Market,-364.45928346714794,94877.77274857282
2090,mlt,0.04620224337681389,0.3548322231039097,Ports,Market,-386.7470011417696,97700.86818280541
2095,mlt,0.046339641179356766,0.34618164759173453,Ports,Market,-404.69598565291466,100407.114553417
2100,mlt,0.04646760426581443,0.3383448017028055,Ports,Market,-422.81721975293453,102982.64370814989
2030,mmr,0.7679641359304782,54.863617,Ports,Market,-200.72039443720217,10027.112849011077
2035,mmr,0.8793190817198404,53.775706,Ports,Market,-539.321475590924,11722.144158667583
2040,mmr,0.998014755136077,52.609245,Ports,Market,-935.9527590047404,13609.70177835945
2045,mmr,1.122182281755759,51.400842,Ports,Market,-1399.4312526569586,15674.49937091012
2050,mmr,1.2515615459253977,50.160199,Ports,Market,-1962.1486782220452,17927.511427190482
2055,mmr,1.3861808210855897,48.914367,Ports,Market,-2488.344517393659,20376.838036457382
2060,mmr,1.5260872296373302,47.642896,Ports,Market,-3173.309495101336,23049.4519695203
2065,mmr,1.670639906927097,46.3556119999999,Ports,Market,-3737.8354484011334,25952.890746088557
2070,mmr,1.820972530981154,45.16573479866601,Ports,Market,-4552.964641980314,29055.28131742724
2075,mmr,1.9762086174650852,44.067417538961365,Ports,Market,-5172.1869263472745,32342.328096565183
2080,mmr,2.1353189912637958,43.05534242725228,Ports,Market,-6036.1230845986265,35794.547927894055
2085,mmr,2.2971268203631676,42.124677701562604,Ports,Market,-6745.430841155968,39387.13408997069
2090,mmr,2.4603166231029516,41.27103904559621,Ports,Market,-7642.088960929122,43089.96970942739
2095,mmr,2.623447369209907,40.49045501563416,Ports,Market,-8501.700128433806,46867.80751651733
2100,mmr,2.784969670706942,39.77933609705861,Ports,Market,-9403.294776478831,50680.62760268941
2030,mne,0.016265758275886836,0.598596999999999,Ports,Market,-1.3236773084547595,23738.918957076385
2035,mne,0.016961736996805334,0.591421999999999,Ports,Market,-3.2391330570208714,24974.494001146726
2040,mne,0.017634104161763753,0.583664,Ports,Market,-5.149056004046571,26224.820350871047
2045,mne,0.018294103368838327,0.575500999999999,Ports,Market,-7.103240790550729,27503.040755107886
2050,mne,0.018955286112552493,0.5672050000000001,Ports,Market,-9.252674667375928,28820.069909574606
2055,mne,0.019642151601346056,0.55883,Ports,Market,-10.978346382603219,30213.32719808771
2060,mne,0.020357599499986022,0.550218,Ports,Market,-13.180044792050307,31700.113894511076
2065,mne,0.021096599777754094,0.5411910000000001,Ports,Market,-14.696267154653142,33289.41260442725
2070,mne,0.021824135135788136,0.5327560440386359,Ports,Market,-16.989678950659794,34867.706685331475
2075,mne,0.02253714836382937,0.5248895803304637,Ports,Market,-18.365283387675618,36426.00240634809
2080,mne,0.02323255034704621,0.5175698425076434,Ports,Market,-20.447935115930594,37955.03918899615
2085,mne,0.023907241335430752,0.510776748907192,Ports,Market,-21.85805095827156,39445.37627708156
2090,mne,0.02455813308181139,0.504491810420467,Ports,Market,-23.750550676679083,40887.4857857093
2095,mne,0.025182171638923955,0.49869804631084885,Ports,Market,-25.40878235999658,42271.850924665116
2100,mne,0.025776360590002753,0.49337990746109983,Ports,Market,-27.098074118958593,43589.06804161505
2030,moz,0.6518252226377326,68.95959299999991,Ports,Market,-169.46717636407357,8059.907530111899
2035,moz,0.8264475420217703,71.901769,Ports,Market,-504.2203593477832,9773.836454274313
2040,moz,1.031933266071312,74.257716,Ports,Market,-962.6589400678533,11783.974435297825
2045,moz,1.2681108701008978,76.06049400000009,Ports,Market,-1573.0743705996463,14098.369786199231
2050,moz,1.5357573099877362,77.281198,Ports,Market,-2395.0035481291397,16757.345399590224
2055,moz,1.8342272453310857,78.06427000000001,Ports,Market,-3275.273961119074,19757.844829499372
2060,moz,2.163512184809884,78.492873,Ports,Market,-4475.03346466845,23112.48733035843
2065,moz,2.5220582166697114,78.606618,Ports,Market,-5613.016296875544,26828.040382476214
2070,moz,2.919125667203423,78.71483233783152,Ports,Market,-7260.182595589672,30921.538862751295
2075,moz,3.354518099306196,78.81749231746866,Ports,Market,-8733.240733545177,35386.76425733228
2080,moz,3.827053815762912,78.9145754158807,Ports,Market,-10761.275812072767,40207.3650874928
2085,moz,4.334441745071525,79.00606029125969,Ports,Market,-12660.81785090374,45355.760400226936
2090,moz,4.873182721064531,79.09192679083185,Ports,Market,-15056.97233795324,50792.32639146407
2095,moz,5.438505272794635,79.17215595824908,Ports,Market,-17531.41011256313,56464.95178168642
2100,moz,6.024344550255139,79.2467300405566,Ports,Market,-20233.604284974932,62309.04023174673
2030,mrt,0.1410547348511709,9.510854,Ports,Market,-40.959647411648,10723.384927683299
2035,mrt,0.16885398996780132,9.909952000000011,Ports,Market,-115.06162982995566,12326.567891669973
2040,mrt,0.20014514492127,10.24213,Ports,Market,-208.53550303070298,14144.763618032444
2045,mrt,0.234722273344788,10.500674,Ports,Market,-325.20741679527555,16188.866336717265
2050,mrt,0.27240036326819345,10.705829,Ports,Market,-474.46628918718324,18437.62388877945
2055,mrt,0.3129911851218435,10.863391,Ports,Market,-624.2243529162348,20889.22834157114
2060,mrt,0.35630168293687325,10.976731,Ports,Market,-823.1309364005959,23547.16104704614
2065,mrt,0.4023849471047209,11.04715,Ports,Market,-1000.223446183878,26437.662012963832
2070,mrt,0.4518263392380936,11.114477220923744,Ports,Market,-1255.1059987503702,29522.41053386424
2075,mrt,0.5044207281832354,11.178649635668918,Ports,Market,-1466.7372642628952,32787.66583445486
2080,mrt,0.559875281345747,11.239606848648815,Ports,Market,-1758.3470445927812,36214.6733944466
2085,mrt,0.6178056964448534,11.29729119016543,Ports,Market,-2015.5547863928077,39779.501316846974
2090,mrt,0.6777349035124356,11.351647807016128,Ports,Market,-2338.831413000034,43453.0147576752
2095,mrt,0.7390946069969334,11.40262474913538,Ports,Market,-2661.040213329811,47201.00660064288
2100,mrt,0.8012299571026151,11.450173052080594,Ports,Market,-3005.624603977962,50984.49813968723
2030,mus,0.06642778089541258,1.140719,Ports,Market,-195.94569178877802,47080.81316596039
2035,mus,0.07040266218587526,1.110981,Ports,Market,-487.3328755290148,51143.635941417306
2040,mus,0.07399331628572865,1.08003,Ports,Market,-783.1498530266865,55195.12759501711
2045,mus,0.07719974319497272,1.04814,Ports,Market,-1086.5242623586664,59234.427743581735
2050,mus,0.0799975461871241,1.016077,Ports,Market,-1415.4410241540277,63206.231153028464
2055,mus,0.08243908896780566,0.9843390000000001,Ports,Market,-1670.1643876177152,67116.4836406839
2060,mus,0.08461430790154499,0.953585999999999,Ports,Market,-1985.693852776154,70982.96442964551
2065,mus,0.0866466317230245,0.9243880000000001,Ports,Market,-2187.884661820939,74850.67096423991
2070,mus,0.08862371239844923,0.8974992172548685,Ports,Market,-2500.784294708018,78711.9944874344
2075,mus,0.09053947437405276,0.8727666142899906,Ports,Market,-2674.3288173086776,82544.90405768971
2080,mus,0.09238791708841515,0.8500517425705729,Ports,Market,-2947.446373050311,86326.51700790951
2085,mus,0.09416314559879084,0.8292294479650945,Ports,Market,-3120.6214640453636,90033.31460965292
2090,mus,0.09585940130883462,0.8101867176122338,Ports,Market,-3360.4018265883833,93641.3766036805
2095,mus,0.09747109257875056,0.7928216532692287,Ports,Market,-3564.8780071437973,97126.63150805408
2100,mus,0.09899282499461516,0.7770425580319872,Ports,Market,-3772.2347422896128,100465.11917433438
2030,mys,2.3607441835185834,42.68212,Ports,Market,-1037.342257383069,39653.91985182847
2035,mys,2.5000779594660663,42.816839,Ports,Market,-2577.966956168777,41892.994481967326
2040,mys,2.629746754801508,42.725021,Ports,Market,-4146.230796731042,44192.96495548652
2045,mys,2.749605231470589,42.421119,Ports,Market,-5764.758060214437,46572.39042867392
2050,mys,2.8609160138201863,41.931209,Ports,Market,-7540.6257773365705,49059.893644203294
2055,mys,2.966794786389707,41.311859,Ports,Market,-8953.662278420254,51676.13062654269
2060,mys,3.0698576341568464,40.612901,Ports,Market,-10731.832531796816,54431.40549169099
2065,mys,3.1704679022573963,39.857,Ports,Market,-11925.683148337344,57323.40163348678
2070,mys,3.2691801490391645,39.15225967994382,Ports,Market,-13742.075008886108,60216.13300614067
2075,mys,3.3656086540107797,38.49641613358163,Ports,Market,-14809.064262842274,63094.509244677814
2080,mys,3.4593662821981117,37.88738410373422,Ports,Market,-16440.47840718416,65942.79582452249
2085,mys,3.550066975347498,37.32324589491438,Ports,Market,-17526.0419358778,68744.7466623145
2090,mys,3.637328315952643,36.80224127198905,Ports,Market,-18994.425831410415,71483.74977185059
2095,mys,3.7207741412821798,36.32275827012675,Ports,Market,-20271.65999155619,74142.98431439676
2100,mys,3.8000371832633517,35.88332484860275,Ports,Market,-21570.986425142703,76705.58709834082
2030,nga,6.536748406812837,510.225273,Ports,Market,-455.7207305859646,10490.225091649245
2035,nga,8.052130378359957,544.6212219999991,Ports,Market,-1317.341783554806,12081.76517364796
2040,nga,9.830786710553612,577.4223020000001,Ports,Market,-2459.1877838091095,13884.692653057404
2045,nga,11.89345845649909,608.080367,Ports,Market,-3956.241310838585,15918.948248335117
2050,nga,14.26275761623324,635.681993,Ports,Market,-5964.439741524435,18224.459751328126
2055,nga,16.959189012188165,660.151932,Ports,Market,-8120.488514103616,20824.489276585082
2060,nga,19.998343868793782,680.539640000001,Ports,Market,-11092.094403413299,23772.459193923245
2065,nga,23.384379845898103,696.729725,Ports,Market,-13955.636097453818,27096.523018454955
2070,nga,27.145758007058625,712.4762108274637,Ports,Market,-18104.198745919686,30697.315993299544
2075,nga,31.282343639181317,727.7310832290133,Ports,Market,-21838.71890131848,34563.05381658274
2080,nga,35.784449936060255,742.4469400164684,Ports,Market,-26982.123301176718,38674.59884291617
2085,nga,40.63154870381221,756.5772311681854,Ports,Market,-31825.449766598158,43004.938491693174
2090,nga,45.791221672954634,770.0764995741488,Ports,Market,-37939.3399267535,47518.86823557766
2095,nga,51.21844642347466,782.9006207219265,Ports,Market,-44273.74711033982,52172.92299612298
2100,nga,56.85530701665276,795.00703958891,Ports,Market,-51205.550814352566,56915.59487266578
2030,nic,0.17606847401625522,8.820995000000002,Ports,Market,-42.01413125789392,15492.092597486724
2035,nic,0.2117798239633347,8.810926,Ports,Market,-118.59026080481901,18637.987218220667
2040,nic,0.2515781020007057,8.764918,Ports,Market,-215.40363497073795,22235.683935003217
2045,nic,0.2944417724039744,8.68591900000001,Ports,Market,-335.2361229531961,26236.04131977767
2050,nic,0.34001435767977073,8.586637000000001,Ports,Market,-486.67628268222006,30618.052704884074
2055,nic,0.3882251904835938,8.471738,Ports,Market,-636.2643057105898,35399.97659597149
2060,nic,0.4391064637168273,8.351045000000001,Ports,Market,-833.6161654939243,40579.693339839396
2065,nic,0.49271706683322186,8.230559,Ports,Market,-1006.4637968642783,46156.79148201137
2070,nic,0.5498652034156958,8.117748713971087,Ports,Market,-1255.192528167625,52176.52659216584
2075,nic,0.6102850488547287,8.012340640562744,Ports,Market,-1458.2681104850121,58615.794442183644
2080,nic,0.6736184074104605,7.914081243893701,Ports,Market,-1738.491195099318,65439.6815957856
2085,nic,0.7394121810404817,7.822735933911367,Ports,Market,-1982.3235805381776,72600.84535180301
2090,nic,0.8071184258569193,7.738088129798236,Ports,Market,-2288.8723606925682,80039.23958076199
2095,nic,0.876097310069186,7.659938401173277,Ports,Market,-2592.083563827154,87682.24360588551
2100,nic,0.9456232016024908,7.588103682304866,Ports,Market,-2915.015879998281,95445.23937622283
2030,nld,1.1991592309379855,17.801108,Ports,Market,-124.23230634831963,48414.739304668554
2035,nld,1.2409396888659072,17.813034,Ports,Market,-301.6886844693981,50102.15929683247
2040,nld,1.2803774595479158,17.8437,Ports,Market,-475.9508609561744,51640.74020736871
2045,nld,1.3152971905413782,17.860625,Ports,Market,-650.1584086801812,53034.93941562802
2050,nld,1.3437441070988927,17.834112,Ports,Market,-835.0325482090757,54299.421647701325
2055,nld,1.3651705680460902,17.760733,Ports,Market,-971.3699638458439,55430.81136299945
2060,nld,1.3798427878427335,17.652288,Ports,Market,-1137.286309180577,56409.03770832081
2065,nld,1.388232346388974,17.521714,Ports,Market,-1231.137660698232,57213.740624782025
2070,nld,1.3962508857588263,17.398586263264445,Ports,Market,-1383.7622377971256,57990.75389508051
2075,nld,1.4038912747865244,17.282758632168377,Ports,Market,-1456.4045545769152,58738.64822634122
2080,nld,1.4111466838260376,17.174094130048807,Ports,Market,-1581.1556126004382,59456.034853794605
2085,nld,1.4180105948892983,17.072464690649817,Ports,Market,-1650.484033154131,60141.56982690742
2090,nld,1.424476811372343,16.977750906046502,Ports,Market,-1753.814280467423,60793.95819657708
2095,nld,1.430539467349128,16.889841792351763,Ports,Market,-1837.555228044934,61411.95808516853
2100,nld,1.4361930364135562,16.80863457256097,Ports,Market,-1922.1157063075923,61994.38462151614
2030,nor,0.5040340716071549,6.37501200000001,Ports,Market,-55.93393938288094,52248.85589085618
2035,nor,0.5326220241538804,6.44931500000001,Ports,Market,-138.70281871365208,54718.33386609445
2040,nor,0.5599854960956454,6.521257999999999,Ports,Market,-222.9762951270987,57042.59010423598
2045,nor,0.585809289901331,6.582553,Ports,Market,-310.17683880339945,59270.599997135985
2050,nor,0.6097380358054594,6.622369,Ports,Market,-405.8709221941555,61479.17603367679
2055,nor,0.6317022049408721,6.639602,Ports,Market,-481.46859686080245,63692.204598805605
2060,nor,0.6517072051083481,6.642471,Ports,Market,-575.3744135652614,65849.68933722621
2065,nor,0.6693737177103891,6.636835,Ports,Market,-635.873803003952,67865.74089269718
2070,nor,0.6866118641822658,6.631485342928557,Ports,Market,-728.8986338353552,69847.79366210774
2075,nor,0.7033633030962227,6.626421331922191,Ports,Market,-781.6027506668621,71789.22751749496
2080,nor,0.71957009055611,6.621642307063414,Ports,Market,-863.6412502388536,73683.39249457826
2085,nor,0.7351750051229181,6.617147645237403,Ports,Market,-916.6011640753231,75523.64534580277
2090,nor,0.7501218766523075,6.612936759996591,Ports,Market,-989.2769022825358,77303.38715396367
2095,nor,0.7643559164759411,6.609009101433153,Ports,Market,-1051.7051676391397,79016.10172073345
2100,nor,0.7778240462760466,6.605364156059332,Ports,Market,-1115.0796642834557,80655.39442814981
2030,nzl,0.315333396025641,5.992965000000011,Ports,Market,-162.54919012884582,41548.89472136819
2035,nzl,0.3364057931621327,6.045119,Ports,Market,-406.93867024768576,43886.275091371135
2040,nzl,0.3562787746537374,6.085608000000001,Ports,Market,-658.9784247311269,46109.90424005634
2045,nzl,0.37466522435584076,6.11068,Ports,Market,-921.5010300835538,48228.026933720896
2050,nzl,0.39132002632723756,6.116635,Ports,Market,-1209.974044792282,50257.61066002802
2055,nzl,0.4060070154897436,6.102266,Ports,Market,-1437.4357459852918,52198.81908336785
2060,nzl,0.4184810759021541,6.070444,Ports,Market,-1716.2208577022225,54014.31259071766
2065,nzl,0.4285501082734678,6.025995,Ports,Market,-1891.0508863700522,55649.440962427514
2070,nzl,0.4383458455321993,5.984077641209233,Ports,Market,-2161.5837011685744,57245.50333198607
2075,nzl,0.4478381425233631,5.944642693721587,Ports,Market,-2311.6750326622214,58796.30402008791
2080,nzl,0.45699722392934367,5.907644014608618,Ports,Market,-2547.8459481527125,60295.6812689259
2085,nzl,0.46579383645271794,5.873038457742551,Ports,Market,-2697.632207599418,61737.54712479586
2090,nzl,0.4741994015206662,5.840785789765356,Ports,Market,-2905.0015517522543,63115.92787011767
2095,nzl,0.4821861674212584,5.810848611974325,Ports,Market,-3081.8567863224207,64425.004637587255
2100,nzl,0.4897273597604663,5.783192287911394,Ports,Market,-3261.2059610032866,65659.15382701915
2030,omn,0.5704091060313208,6.896304000000001,Ports,Market,-481.8299877203215,65997.85619002204
2035,omn,0.6236997122312621,6.880418,Ports,Market,-1236.3276237073962,72221.94791095649
2040,omn,0.6746586462249382,6.810482,Ports,Market,-2044.8331168322295,78806.57287362621
2045,omn,0.7226292329828286,6.713394,Ports,Market,-2912.463561326678,85502.01158847322
2050,omn,0.7689771662257455,6.610222,Ports,Market,-3896.2781965627933,92266.93599472621
2055,omn,0.8172249364652989,6.52291,Ports,Market,-4741.208414586966,99218.73693618787
2060,omn,0.8694567731430077,6.452412000000001,Ports,Market,-5843.026835898301,106552.38026945398
2065,omn,0.9247447658910721,6.382848,Ports,Market,-6686.764403938775,114389.83092883043
2070,omn,0.9806082881675118,6.3174746766042835,Ports,Market,-7923.97789821615,122369.6956594571
2075,omn,1.036728706156805,6.256176370240249,Ports,Market,-8769.268351530987,130442.39461006847
2080,omn,1.0927646740329648,6.198845258236476,Ports,Market,-9983.407177223073,138553.74361671778
2085,omn,1.1483550308990103,6.145381037843362,Ports,Market,-10898.273727798476,146645.43871551545
2090,omn,1.203122196946009,6.095690632939366,Ports,Market,-12077.794620679098,154655.65204862252
2095,omn,1.2566760357890028,6.049687923218899,Ports,Market,-13161.748043461057,162519.73357904938
2100,omn,1.308618137460642,6.00729349475571,Ports,Market,-14280.036877205823,170171.00987011025
2030,pak,8.563741933303522,429.949597,Ports,Market,-488.5876913292501,16784.63561692494
2035,pak,10.527645289175775,445.348908,Ports,Market,-1409.486263393721,19869.558900665907
2040,pak,12.776454125430703,458.123757,Ports,Market,-2615.505840716751,23381.563330367717
2045,pak,15.287709759509431,468.261235,Ports,Market,-4161.58699552582,27301.470268904468
2050,pak,18.043309243522856,476.335285,Ports,Market,-6174.819702572986,31594.98693070545
2055,pak,21.040128210830215,482.800274,Ports,Market,-8244.558293688839,36255.64721466621
2060,pak,24.265209729186015,487.768657,Ports,Market,-11014.011103537961,41280.229139520554
2065,pak,27.726089035782653,491.451556,Ports,Market,-13541.111938988415,46693.24751515743
2070,pak,31.48285917807042,494.9767274050454,Ports,Market,-17182.78030643456,52505.752040367144
2075,pak,35.524140475538175,498.3403186104249,Ports,Market,-20295.202537964367,58692.610198386545
2080,pak,39.830843340433006,501.53863092410336,Ports,Market,-24577.811768190106,65217.83844266892
2085,pak,44.37561317410619,504.5681263142374,Ports,Market,-28444.445771408577,72034.12574001159
2090,pak,49.12249079434404,507.4254339043722,Ports,Market,-33306.56580908706,79082.67335581267
2095,pak,54.026833663958826,510.10735619970063,Ports,Market,-38218.296889770594,86293.39959358092
2100,pak,59.035536628613734,512.6108750283538,Ports,Market,-43511.242350940796,93585.54759124832
2030,pan,0.2844376120043239,5.794318000000001,Ports,Market,-147.76885479008936,33239.71216150677
2035,pan,0.3058606021688609,5.831255000000001,Ports,Market,-372.88084699526024,35588.90257837893
2040,pan,0.32732492327634927,5.843638,Ports,Market,-610.1566687044054,38082.68959604479
2045,pan,0.34879182756777205,5.835653000000001,Ports,Market,-864.5692452301247,40717.92714968404
2050,pan,0.3703149161097695,5.807453000000001,Ports,Market,-1153.974541001071,43528.082158480334
2055,pan,0.391797965300783,5.76393,Ports,Market,-1397.9708658044128,46494.433368130325
2060,pan,0.4132073937496638,5.705196,Ports,Market,-1707.8372343865003,49639.41936065305
2065,pan,0.43443922830305,5.632357,Ports,Market,-1932.0202832800533,52970.97760600538
2070,pan,0.4556458786690364,5.56404339798758,Ports,Market,-2264.454768469745,56351.34395070599
2075,pan,0.4767170846819297,5.5001102007127765,Ports,Market,-2479.97590198026,59761.72784363137
2080,pan,0.4975379646087315,5.440422654855761,Ports,Market,-2795.547464521694,63181.823931891035
2085,pan,0.5179899582727189,5.38485577220955,Ports,Market,-3023.3705813094857,66589.97853859128
2090,pan,0.5379518658899108,5.333293892092902,Ports,Market,-3321.3131658481666,69963.38862971934
2095,pan,0.5573009715228696,5.285630278842049,Ports,Market,-3589.7859008567416,73278.33144119487
2100,pan,0.5759142379644168,5.241766752414145,Ports,Market,-3865.1176421201085,76510.42212718344
2030,per,1.239227477050633,39.75769200000001,Ports,Market,-147.4971026797821,24724.502677424385
2035,per,1.3823295616537863,39.5500139999999,Ports,Market,-386.09546835622314,27686.12954041364
2040,per,1.5312345078837573,39.211423,Ports,Market,-653.9440109571796,30890.516002530363
2045,per,1.6838585608836443,38.760054,Ports,Market,-956.2592798023414,34317.46715879445
2050,per,1.8398060709970698,38.22769400000001,Ports,Market,-1313.5107786867125,37965.14249271412
2055,per,1.9985143364905296,37.644158,Ports,Market,-1633.728118465212,41821.2516610642
2060,per,2.1594734089180254,37.015646,Ports,Market,-2044.85645096625,45892.87778884898
2065,per,2.3226569116358022,36.351131,Ports,Market,-2366.4878695004654,50193.1526811264
2070,per,2.4893958603270816,35.73117482726046,Ports,Market,-2834.4365414271797,54653.469462075496
2075,per,2.6586989418170064,35.15386458725268,Ports,Market,-3168.7828460238384,59246.13710774466
2080,per,2.829470868702115,34.61743656497074,Ports,Market,-3642.3564407642434,63939.06874503655
2085,per,3.000521075770536,34.120267214281114,Ports,Market,-4012.391440743634,68695.99574413625
2090,per,3.170574873527672,33.660864938121364,Ports,Market,-4484.778452611715,73476.79983839423
2095,per,3.338286991652485,33.23786260108127,Ports,Market,-4926.505692023707,78237.96419652451
2100,per,3.5022573769239527,32.85001072155086,Ports,Market,-5385.047416628946,82933.1405155104
2030,phl,4.694194348237184,164.256327,Ports,Market,-1865.4397062603448,21531.284541971403
2035,phl,5.234438336221783,166.081756,Ports,Market,-4881.36060522686,23737.54357317542
2040,phl,5.7771553512009,167.214079,Ports,Market,-8237.598114062908,26012.698443785772
2045,phl,6.321385581998345,167.689425,Ports,Market,-11985.882895813425,28373.13642992274
2050,phl,6.867604610728442,167.365827,Ports,Market,-16370.222117713756,30874.201029243955
2055,phl,7.415414677804664,166.372414,Ports,Market,-20239.30771080081,33524.923862871045
2060,phl,7.966847815897338,164.906753,Ports,Market,-25187.738848095974,36326.04808477604
2065,phl,8.519111060953202,163.138451,Ports,Market,-28980.18774394235,39252.232952677616
2070,phl,9.080129976692868,161.47657759739172,Ports,Market,-34518.54932097053,42253.749434360674
2075,phl,9.646622515034817,159.9182095200895,Ports,Market,-38387.18761269039,45312.32465670122
2080,phl,10.215022200899122,158.4606213261653,Ports,Market,-43904.013853049626,48407.55466410494
2085,phl,10.78150786141135,157.1012774375021,Ports,Market,-48136.42277462784,51517.067115225946
2090,phl,11.342039829863515,155.83782476785024,Ports,Market,-53565.09057100301,54616.736308301406
2095,phl,11.89240232036396,154.66808591519788,Ports,Market,-58596.62559353852,57680.94936594962
2100,phl,12.428251498316325,153.59005289080736,Ports,Market,-63802.72111633621,60682.92087795053
2030,pol,1.7578118287368891,32.834282,Ports,Market,-73.15591511456635,42845.752266405165
2035,pol,1.7848606195523409,31.978964,Ports,Market,-174.31390245229915,44599.06540194869
2040,pol,1.7999260475350114,31.091824,Ports,Market,-268.78073077689174,46186.61896017627
2045,pol,1.805811324321228,30.228751,Ports,Market,-358.5808028187639,47586.16303537917
2050,pol,1.8086438889589818,29.440769,Ports,Market,-451.50157358857433,48859.855719829044
2055,pol,1.8139861352187898,28.760532,Ports,Market,-518.5027793612687,50084.57476247045
2060,pol,1.8237239934423664,28.185583,Ports,Market,-603.8355621955997,51299.914316834016
2065,pol,1.8353037525055198,27.682684,Ports,Market,-653.8404450777975,52480.847679168175
2070,pol,1.8463743731538347,27.21345423825016,Ports,Market,-735.0843023815693,53623.18838088644
2075,pol,1.8569255933014797,26.776455754640097,Ports,Market,-773.8600502941514,54723.30599195424
2080,pol,1.866947580394406,26.37036250834571,Ports,Market,-840.3378986292904,55777.65241404018
2085,pol,1.8764309466240503,25.993953648962965,Ports,Market,-877.3720801750482,56782.78091685187
2090,pol,1.8853667635316587,25.646107376913797,Ports,Market,-932.488397177175,57735.36490246766
2095,pol,1.8937465759715424,25.32579534974658,Ports,Market,-977.1962438966915,58632.21625476843
2100,pol,1.9015624154027986,25.03207759513654,Ports,Market,-1022.3430936857142,59470.303132265144
2030,prt,0.48703598135313864,9.292971,Ports,Market,-43.35947145099794,43184.03824668178
2035,prt,0.5074938647952311,9.16552,Ports,Market,-106.02404812545589,45526.78972880539
2040,prt,0.5253776937007146,9.04786500000001,Ports,Market,-167.82666549546423,47642.37957903771
2045,prt,0.5411203772416554,8.948879999999999,Ports,Market,-229.85524554558143,49506.90104067306
2050,prt,0.5553749355036194,8.866949,Ports,Market,-296.5775999282106,51170.92041522212
2055,prt,0.5679717148921483,8.78692199999999,Ports,Market,-347.287939257255,52695.039359176095
2060,prt,0.5782079692681281,8.693437,Ports,Market,-409.5335778207178,54105.197814089246
2065,prt,0.5854562728382601,8.580326,Ports,Market,-446.1738984438856,55386.21955926352
2070,prt,0.5924284813985191,8.474268661403459,Ports,Market,-504.54415776389084,56624.88732765788
2075,prt,0.5991123936489567,8.375035216414554,Ports,Market,-534.0994080101266,57817.04428625736
2080,prt,0.6054961974405213,8.282412204697867,Ports,Market,-583.014174774049,58958.624218860445
2085,prt,0.6115685042683427,8.196201705730832,Ports,Market,-611.70524173936235,60045.6744809404
2090,prt,0.6173183828697385,8.116220631691567,Ports,Market,-653.1345638894463,61074.37868701619
2095,prt,0.6227353917893642,8.04230007733431,Ports,Market,-687.39970987507,62041.078949321265
2100,prt,0.6278096107767367,7.974284723610485,Ports,Market,-722.0377594848223,62942.29748716888
2030,qat,0.6735088435586036,4.949395000000001,Ports,Market,-51.87842743026352,73106.28472951903
2035,qat,0.7043950932121685,4.985601,Ports,Market,-127.32405922431299,76518.29944823541
2040,qat,0.7256120920213442,4.955018,Ports,Market,-200.5461900144418,79946.73514255972
2045,qat,0.7392424671269439,4.866921,Ports,Market,-271.68646713961857,83583.67001189294
2050,qat,0.7469142493666446,4.734286,Ports,Market,-345.09874782302364,87503.4745601913
2055,qat,0.751521576637271,4.583462000000001,Ports,Market,-397.58044461184755,91653.77467400114
2060,qat,0.7554038040194249,4.434908,Ports,Market,-462.9191830808633,95954.26249998869
2065,qat,0.7585120905879745,4.289886000000011,Ports,Market,-500.1413619726298,100375.50714181756
