year,country,YNET,pop,capital,variable,value,CPC
2035,mdg,0.46273530906752663,59.75377,Fisheries & Mariculture,Market,-2.423216450902814,6447.760537945868
2040,mdg,0.5839023827599406,61.632299,Fisheries & Mariculture,Market,-4.6753654896511545,7869.400026031185
2045,mdg,0.7267274260249619,63.165612,Fisheries & Mariculture,Market,-7.737810048712685,9533.805755581054
2050,mdg,0.8922826422695174,64.395723,Fisheries & Mariculture,Market,-11.943744336062224,11454.710654503984
2055,mdg,1.0822244194893877,65.329568,Fisheries & Mariculture,Market,-16.586941212573024,13661.771253655501
2060,mdg,1.2986243661112,65.986185,Fisheries & Mariculture,Market,-23.055522714745404,16191.544027489168
2065,mdg,1.5434156837512978,66.36189999999999,Fisheries & Mariculture,Market,-29.483469543142004,19088.754923740602
2070,mdg,1.819803552571361,66.72086154923298,Fisheries & Mariculture,Market,-38.8484543358864,22332.102763410785
2075,mdg,2.1285340130452073,67.06276986909224,Fisheries & Mariculture,Market,-47.564219048251815,25924.869745015843
2080,mdg,2.469579245522319,67.38733803884111,Fisheries & Mariculture,Market,-59.60416986260972,29861.41071392606
2085,mdg,2.8419927460256873,67.69429239556001,Fisheries & Mariculture,Market,-71.2534733047183,34125.7490967181
2090,mdg,3.2437804957272376,67.98337291749878,Fisheries & Mariculture,Market,-86.02623157970974,38690.38858618282
2095,mdg,3.671798424301536,68.25433359008484,Fisheries & Mariculture,Market,-101.59459662803295,43515.444399875254
2100,mdg,4.121686674208144,68.50694275386843,Fisheries & Mariculture,Market,-118.82091914595615,48548.19641747699
2030,mdv,0.03127337286579405,0.7377210000000001,Fisheries & Mariculture,Market,-11.3231349475915,37724.48105974443
2035,mdv,0.03347891616053842,0.7411810000000001,Fisheries & Mariculture,Market,-28.445528273317095,40054.05352534449
2040,mdv,0.035276141074113164,0.738576999999999,Fisheries & Mariculture,Market,-45.828900167478736,42202.46590553615
2045,mdv,0.03658151182099937,0.729634,Fisheries & Mariculture,Market,-63.1962354501339,44142.48395931055
2050,mdv,0.03748118797624411,0.714658,Fisheries & Mariculture,Market,-81.40188204910984,46010.54164606351
2055,mdv,0.03809600568460479,0.695496,Fisheries & Mariculture,Market,-94.73521910446895,47881.035281229226
2060,mdv,0.038598142269714586,0.675045,Fisheries & Mariculture,Market,-111.18363613855726,49801.59154852145
2065,mdv,0.039067162376184905,0.6557969999999991,Fisheries & Mariculture,Market,-121.08506861285444,51698.40143961365
2070,mdv,0.03951814575001349,0.6380327892833794,Fisheries & Mariculture,Market,-136.87648347953177,53555.937920036566
2075,mdv,0.039950325213934254,0.6216594073380063,Fisheries & Mariculture,Market,-144.84487720381176,55365.02507112148
2080,mdv,0.04036295854240548,0.606592492937372,Fisheries & Mariculture,Market,-158.05917606229795,57116.48326299435
2085,mdv,0.040755330568618145,0.5927555578541595,Fisheries & Mariculture,Market,-165.78702525214842,58801.205875140855
2090,mdv,0.04112675523490688,0.5800793374048812,Fisheries & Mariculture,Market,-176.964817256227,60410.23760434133
2095,mdv,0.041476577578401695,0.5685012100793565,Fisheries & Mariculture,Market,-186.1991686441367,61934.85342594252
2100,mdv,0.04180417564393402,0.5579646794191114,Fisheries & Mariculture,Market,-195.53326043600444,63366.63723905065
2030,mex,4.915473631804545,152.576934,Fisheries & Mariculture,Market,-45.8464862388244,25277.886570666735
2035,mex,5.359999015634803,152.594193,Fisheries & Mariculture,Market,-117.31567637343512,27528.679612086496
2040,mex,5.7959714555643735,152.1555,Fisheries & Mariculture,Market,-193.96944678543,29818.862746355837
2045,mex,6.212247931502995,151.339146,Fisheries & Mariculture,Market,-276.4566645006652,32095.431545728312
2050,mex,6.604879288820989,150.231439,Fisheries & Mariculture,Market,-369.51724259779616,34335.423508571126
2055,mex,6.969788292197979,148.889292,Fisheries & Mariculture,Market,-446.4782761060858,36516.278606006446
2060,mex,7.303659074863805,147.409673,Fisheries & Mariculture,Market,-541.9555751315812,38604.35888920514
2065,mex,7.603367891084358,145.736824,Fisheries & Mariculture,Market,-607.0625671347516,40602.183188926036
2070,mex,7.899775013629342,144.16565224062032,Fisheries & Mariculture,Market,-704.8484162608294,42594.72854402923
2075,mex,8.191528636591123,142.69322084552076,Fisheries & Mariculture,Market,-765.061768062409,44571.186755079405
2080,mex,8.477250125876546,141.3167943471832,Fisheries & Mariculture,Market,-855.1463460199063,46520.33742689874
2085,mex,8.755544232870237,140.03383019268355,Fisheries & Mariculture,Market,-917.4829248298639,48430.646215608554
2090,mex,9.025009897666058,138.84197089317206,Fisheries & Mariculture,Market,-1000.3659417613356,50290.37200933429
2095,mex,9.284251533065238,137.73903678302943,Fisheries & Mariculture,Market,-1073.6690820238923,52087.68177543555
2100,mex,9.531890669170243,136.72301935747527,Fisheries & Mariculture,Market,-1148.4940659438944,53810.77160533445
2030,mlt,0.042496057191747205,0.506869,Fisheries & Mariculture,Market,-2.9763981702853015,63156.53438644633
2035,mlt,0.043641207751895894,0.499123999999999,Fisheries & Mariculture,Market,-7.172817904174212,65843.31678122428
2040,mlt,0.044453753778886634,0.488247,Fisheries & Mariculture,Market,-11.171647774086388,68540.96427046438
2045,mlt,0.044926924696980876,0.474790999999999,Fisheries & Mariculture,Market,-15.01366361027044,71210.40943533323
2050,mlt,0.045105575570446685,0.459435,Fisheries & Mariculture,Market,-18.949674668573667,73858.97736510269
